Centre;libelle;zones;CentreOrigine;typeNRA;BlocageR2;InfoR2;Numero;Rue;CodePostal;IlotRepHab;CoordGPS-Lambert2-COX;CoordGPS-Lambert2-COY
GAT;GAILLAC TOULZA;DDI SBD;;CL;;;;RTE TOULOUSE;31206;;530079;1806960
FLJ;FLAUJAC-POUJOLS;DDI HAU;;CL;;;210;ROUTE HAUTESSERRE;46105;;533205;1934070
LAU;LAUTREC;DDI NIN PEY VEN;;CL;;;;PL CENTRALE;81139;;584137;1856210
BAS;BASTIDE-DE-SEROULA;DDI MON SEG MAI ALZ;;CL;;;;LAMBRILLES;09042;;525850;1779034
BRP;RASPIDE BLAGNAC;N1D N2D N3D N4D DDI N6D AN1 AN2 AN3 ARC;;CL;;;23;RUE GEORGE SAND;31069;;521919;1850513
VCD;VICDESSOS;DDI AUZ SUC OLB GOU SEM NAB SEN;;CL;;;;CARRIE MARTRETTE;09334;;531266;1752137
RZG;RAZENGUES;RAZ X11;MBR;HD;;;;AU VILLAGE;32339;;491809;1849727
8RO;ROQUEMAURE;XTA TAR;BES;HD;;;;LAGUENS;81228;;544136;1869462
8BH;TAURIAC DE NAUCELLE;TAU;NAG;HD;;;;LA BARAQUE SAINT JEAN;12276;;598255;1904784
8AR;ST PIERRE;SPI;ESP;ZO;;;;ST PIERRE;12027;;631173;1947308
FN7;FONS;DDI FOU ISS CAM;;CL;;;;LE BOURG;46108;;569363;1962632
LCB;LACROIX-BARREZ;DDI VAL;;CL;;;;RTE MUROLS;12118;;623369;1975320
L2E;NRA ZO LACAUNE;LAC;JOF;ZO;;;;RTE TEILLET;81004;;587323;1879698
GBK;GABRIAC;GAB;BOZ;MED;;;;LE BOURG;12106;;636265;1939236
GAU;GAUSSAN;ZDD MOL PLA MON BAZ;;CL;;;;VILLAGE;65187;;449667;1804816
VSK;VISKER;VIS;BER;HD;;;;CAMIN DERA PASSADA;65479;;415433;1795426
ZLO;LOZE;LOZ;CAY;HD;;;;LE BOURG;82100;;556567;1920739
ALJ;ALMONT LES JUNIES;DDI;;CL;;;;LE BOURG;12004;;596645;1955117
LAV;LAVAUR;DDI BOU BOR COL GAR LAB MAI MON PEC PIG POS TOU VIC ZIN AMB MET PRA REG BAL;;CL;;;;AV GEORGES POMPIDOU;81140;;556983;1855264
VAY;VAYRAC;DDI MAI FOY BET PON DEN MIC;;CL;;;;LE PRE GRAND;46330;;549926;1994348
TER;TERROU;DDI;;CL;;;;LE BOURG;46314;;572202;1976034
8AS;ST MAURICE DE SORGUES;SMS;FOD;ZO;;;;ST MAURICE DE SORGUES;12155;;659594;1874185
SOR;SOREZE;DDI CAH BEL DUR PON RAV PLA MET;;CL;;;;LE PIGNIER;81288;;577536;1827516
LBM;LABASTIDE MURAT;DDI GOU SOU CRO;;CL;;;;LE BOURG;46138;;539264;1960842
GAV;GAVARNIE;ZDD;;CL;;;;VILLAGE;65188;;407494;1750609
FMB;FIRMI BESSENOITS;BES;DEC;HD;;;;LA BESSE NOITS;12100;;597594;1951690
CHR;ST CHRISTI;ZDD MIR CAX ROQ;;CL;;;;RTE NATIONALE 21;32368;;461649;1863020
BAU;BEAUVILLE;XDD TOU XSG XCL XJU XLU;;CL;;;;RTE REVEL;31055;;554357;1829798
AMA;ST AMANS-SOULT;DDI VAL ALB FLO THO;;CL;;;;RUE PONT. VIEUX.;81238;;612213;1830789
LRT;LABARTHE;ZDD ZAD ZBD ZCD 8UA ZED ZFD ZGD ZHD ZEN ZSD;;CL;;;120;AV LAURAGAIS;31248;;523678;1828302
VCE;VALENCE;DDI FOI SEM GAU PAD GEN ROU COU SAL;;CL;;;;BOURG;81308;;605219;1890970
VTC;VENTAILAC SYCALAS;DDI VEN TDC;;CL;;;;ST CEVET 7645;46109;;531733;1927096
TUZ;TUZAGUET;CAN BIZ MON GAZ ZDD;;CL;;;2;PL DE LA MAIRIE;65455;;445135;1787933
VAZ;VAZERAC;DDI FAL;;CL;;;;BOURG;82189;;515799;1910390
8BJ;AURAGNE;OCD;AUT;HD;;;;PEYREIGNE;31024;;532491;1821089
8AT;ST REMY;SRE;LAG;ZO;;;;ST REMY;12156;;637641;1960033
LU7;LUSSAN;LUS;MR8;MED;;;;AU VILLAGE;32221;;470952;1848056
LAX;LABASTIDE ROUAIROUX;DDI PAS PLA;;CL;;;;RUE LAFARGUE;81115;;624594;1830399
L2G;LAGARDE;DDI;;CL;;;;LAGARDE;12267;;615607;1896910
LTA;LANTA;XDD SAN SPL XCV;;CL;;;;CHE ECOLES;31271;;545021;1840311
GRT;GRAMAT;DDI HUG GEN BRI SNC BIO LAV THE POS LON RCA;;CL;;;;RUE ALSACE;46128;;551634;1975738
SOS;SOUSCEYRAC;DDI FAN LAS SIM LCD;;CL;;;;LE BOURG;46311;;575999;1986050
HHT;ST MICHEL;MIC;SDO;MED;;;;LE CHATEAU;32397;;444139;1826978
OER;OLS ET RINHODES;DDI CBA;;CL;;;;LE BOURG;12175;;570168;1941181
LRU;LARRIEUPOLIS;RQD TFD R7D 001 DDI TID RSD RU1 CAN;;CL;;;;AV LARRIEU;31555;;525403;1838798
AMB;AMBIALET;DDI;;CL;;;;BAUDASSER;81010;;603466;1882272
BRS;BRESSOLS;DDI BRI TEN MAI MBT;;CL;;;;ALL PLATANES;82025;;519252;1885486
RIM;RIMONT;DDI CLE;;CL;;;;RHIN ET DANUBE AVE;09246;;513550;1777482
8SH;SALEICH;SAL;SDS;HD;;;;LE VILLAGE;31521;;488277;1781232
8RR;BARRIAC;BAR CON;BOZ;HD;;;;CARNUS;12033;;625800;1940038
PLP;PELLEPORT;DDI KGD 2GD;;CL;;;;VILLAGE;31413;;501522;1860409
8BK;BELBEZE EN COMMINGES;BEL;BOS;HD;;;;VILLAGE;31059;;492858;1793273
8AU;LENTILLAC DU CAUSSE;LEN ORN;ZES;HD;;;;LE BOURG;46167;;544412;1951499
SPJ;ST P-JARRAT;DDI ANT CEL SAN;;CL;;;35;AV FOIX;09272;;544199;1768202
QBP;COUBISOU LE PUECH;COU;ESP;MED;;;;LE PUECH;12079;;630597;1949591
ALM;ALMAYRAC;DDI;;CL;;;;BOURG;81008;;586395;1900039
MIL;MILLAU;DOU DDI CAP CRE FRA GUI IND MAN REP MAR GRA ANT MAS COU OND STA CAR TAS CAL BOM CUR PRI SEM GAM VER BEC LIB TEN COS HAL VIC CGA LON POT JAU CON NAU EOL GAN;;CL;;;64;AV CHARLES DE GAULLE;12145;;658997;1901232
SOT;PARISOT 81;DDI NAJ;;CL;;;;BOURG;81202;;559148;1866433
LAY;LAYRAC;XDD XLA XMA XVI XBO;;CL;;;;LE VILLAGE;31288;;536443;1869346
SOU;SOUILLAC;STA CEU MAI BSO JAU LAC LAM CUI PIN LAN DDI MOL;;CL;;;;AV MARTIN MALVY;46309;;531877;1988715
TEU;TERRAUBE;ZDD;;CL;;;;NORD DU VILLAGE;32442;;456352;1880120
8AV;AIGUES VIVES;AIV;LQM;ZO;;;15;RTE MIREPOIX;09002;;562609;1777084
8RS;BROUSSE 81;BRO;LAU;HD;;;;BOURG;81040;;578749;1857425
8BL;MOUREDE;MOU;VIZ;HD;;;;COUILLEOU;32294;;436395;1868590
GRV;GRAND VABRE;DDI;;CL;;;;LE BOURG;12114;;601708;1958659
FLO;FLOIRAC;DDI MON ORL ROU;;CL;;;;FLOIRAC;12150;;572983;1920706
VTE;VILLE DIEU DU TEMPLE LA;DDI CLO MAL LAF;;CL;;;;LE BOURG;82096;;510090;1893134
BSK;BOUSSENAC;BOS;MAS;HD;;;;COL DES CAOUGNOUX;09065;;522569;1767469
BBN;BARBAZAN;DDI BER LAB ONA VAL ARD CIE;;CL;;;;LE VILLAGE;31045;;459916;1782568
ALN;AULON;DDI LAT ELI;;CL;;;;LE VILLAGE;31023;;476172;1799850
BRU;BRUGUIERES;XDD XBC XBQ XGB XCA XGT XMS XND ZAG BOI KBR;;CL;;;9;RUE LAVOIR;31091;;525193;1858979
OVR;SAUVETERRE BERNADAS;BER;ST6;MED;;;;EN BERNADAS;32418;;479433;1829036
SR8;STE MARIE;ZDD SEO PAY LAC ART;;CL;;;;QUA BULANETTES STE MARIE CAMPA;65123;;427634;1777970
SPL;ST PAUL DE LOUBRESSAC;LEV DDI;;CL;;;;LE BOURG;46287;;528862;1922174
OGA;SORGEAT;SOR;AXT;MED;;;;VILLAGE;09298;;560408;1747845
8AW;BRAMELOUP;BRA;SCH;ZO;;;;STATION DE SKI BRAMELOUP;12187;;654155;1953915
8CC;CAIGNAC;MCA CGV;VIL;HD;;;;BORDE;31262;;547460;1815456
VV2;VARAIRE;DDI JAM;;CL;;;;LE BOURG;46328;;551237;1928660
MIN;MINIMES;XDD NCQ NKA NKB NKD NKF XNA XNB XNE NFA NFI NFB XNG XNH NHA NHB XNJ XNL XNO NOA XNS XNQ XNU XNV XNY XNZ NCP NYC NYA XNN NAG XNI XNM XNC NZB NNF NKE NNZ NMA NZR NCM NCZ NBH NHZ NKP NIZ NKZ NSS NCT NXS NCC NFE NFV NUZ NFR NLA NLB XNF DAG NBI FJP XJC;;CL;;;113;RUE GEN BOURBAKI;31555;RMI;526896;1847182
GAZ;GAZAX;ZDD PEV;;CL;;;;COUJOT;32144;;427288;1845962
8BM;MILHAC;MIL;GOU;HD;;;;LE BOURG;46194;;521805;1977951
ALP;ALPUECH;CAS LAC TER VIT DDI;;CL;;;;LE BOURG;12005;;640596;1973799
BAZ;BAZET;ZDD MAI HOU OUR AUR ZIB MIR;;CL;;;12;RTE NATIONALE;65072;;415743;1812572
8TA;FONTANES;FTA;LAL;HD;;;;LE BOURG 7644;46109;;533155;1923913
8RU;RULHE;RUL RAY;;CL;;;;RULHE;12016;;595816;1943765
8BN;GIGOUZAC;GZA;PEL;HD;;;;LE BOURG;46119;;528417;1954005
8AX;ST MAURICE;SMO;SSE;ZO;;;;ST MAURICE;12125;;623640;1871603
OFL;PONSAMPERE;PON;SDO;MED;;;;VILLAGE;32323;;440889;1830149
KLR;MONCLAR D ARMAGNAC;MON;C3Z;MED;;;;AU VILLAGE NORD EST;32264;;403600;1882759
FLQ;MARAVAT;MVT;PU8;MED;;;;A CORNE;32232;;472455;1864284
QTF;QUINT FONSEGRIVES;REB ZCE FON CSG XQU JAR ZAF APM XDD;;CL;;;;BD PYRENEES;31445;;534294;1842931
8RV;ST PIERRE RIVIERE;SPR;FOI;ZO;;;;VILLAGE;09273;;536566;1773446
8AY;ST FELIX DE SORGUES;SFS;VEL;ZO;;;;LE BOURG;12222;;652249;1875948
LRZ;LARRAZET;DDI BEL RET TAG;;CL;;;;AV LOMAGNE;82093;;499063;1881848
LSP;LESPINET;XDD ENA LAW COL SAI SBI;;CL;;;11;AV EDOUARD BELIN;31555;;530636;1840674
EGA;SEGALAS;DDI DUR ALL VIC LES;;CL;;;;SEGALAS;09108;;521311;1779866
RYX;RIEUPEYROUX;DDI ASQ BAY RIV THE CRU;;CL;;;;RUE FOIRAIL ST MARC;12198;;592043;1922937
CIN;CINTEGABELLE;SDD SAD SHD;;CL;;;;AV DE LA GARE;31145;;533787;1811792
DOU;DOURGNE;DDI MAS AVI;;CL;;;69;COTE. EGLISE;81081;;584053;1831511
ALR;ALRANCE;DDI;;CL;;;;LE BOURG;12006;;627961;1903431
BCH;BROUSSE LE CHATEAU;DDI;;CL;;;;LE BOURG;12038;;622799;1888513
VTI;VABRE TIZAC;DDI;;CL;;;;LE BOURG;12285;;585007;1918951
VE8;VIELLA;ZDD;;CL;;;;VILLAGE;32463;;399770;1847318
ULV;LE BOULVE;LBO;STM;HD;;;;LE BOURG;46033;;505120;1936073
TEY;TEYSSIEU;DDI;;CL;;;;LE BOURG;46315;;569904;1990905
RIR;CURIERES;CUR;LAG;HD;;;;LE BOURG;12088;;642118;1961457
8TC;TAURIGNAN CASTET;TAU;SGR;ZO;;;;ROQUELAURE ;09307;;499139;1782370
8AZ;ARNAC SUR DOURDOU;ARN;BSQ;ZO;;;;LE BOURG;12009;;648152;1858517
8BP;MONTVALENT GLUGES;GLU;TEL;HD;;;;ROC DEL PORT;46208;;543843;1989489
CZL;CAZALS 82;DDI ORN;;CL;;;;LE BOURG;82041;;549920;1902931
LBT;LABASTIDETTE;7DD 7KD 7QD 7RD 7SD;;CL;;;119;RTE LHERM;31253;;511416;1828980
VTJ;SAUVETERRE DE ROUERGUE JOUELS;JOU;SDR;HD;;;;JOUELS;12262;;599083;1916898
UNC;LATOUILLE LENTILLAC;LTO;STC;HD;;;;LATOUILLE;46159;;570387;1983776
RIS;RISCLE;ZDD HAL SAR PEY MON;;CL;;;;CHE VIELLA;32344;;404141;1853341
8TD;BASTIDE DU SALAT;BAS;PEB;ZO;;;;VILLAGE ;09041;;489702;1784705
8BQ;MONTVALENT BOURG;MVA;TEL;HD;;;;LE BOURG;46208;;543151;1986976
LE7;LESTRADE;DDI;;CL;;;;LE BOURG;12129;;625947;1895352
L2N;NRA ZO LEBON;LEB;LAP;ZO;;;;RUE HENRI MOISSAN;81004;;588178;1880339
EGC;ENGACHIES-NAUREOUX ;GAL LEB;GAS;HD;;;;ZI EST;32013;;461710;1852098
ALS;ALBIAS;DDI REA AVE GRA TAR RIE SMA TES CRI;;CL;;;3;RUE FLANDRES DUNKERQUE 1940;82002;;528785;1899183
MIR;MIRAIL;RDD RDA RDB RDC RDF RAD RBD RCD RED RFD RGD RHD RID RJD RLD RND ROD RPD RTD RUD RVD RWD RYD RZD R3D R5D R6D 9AD 9BD 9CD 9ED 9FD 9HD 9JD 9KD 9LD 9MD 9ND 9PD 9QD 9RD 9SD 6ZD 6UD 6AD 9KA 6ND R4D 6PD 6TD R9D RSA RMD 6MD RXD 9ID 9GD 6BD 9YD RYB R1M R1D R2D RKG RKC RGA RHE RBO R2S RPY CCH;;CAA;;;66;AV REYNERIE;31555;RMR;524732;1841015
LSR;LASSERRE;DDI LMD LGC;;CL;;;;RUE PRINCIPALE;31277;;505686;1849169
B2L;BASTILLAC    ;BAS BSU GTI;LAR;HD;;;2;CHE BASTILLAC;65440;;413270;1804900
LCL;CLAPIER LE;DDI;;CL;;;;LE BOURG;12067;;667317;1870322
VSU;VALLESVILLES;VLV GAU XDD;;CL;;;;FOX;31567;;543163;1844550
SS3;ST MARTIN LE REDON;DDI BSA CAV RED;;CL;;;;MASSAC;46277;;497807;1948732
8SO;SOULAGES BONNEVAL;SLG;LAG;HD;;;;LE BOURG;12273;;635977;1963987
8CH;FAUCH;FAU;REA;HD;;;;BOURG;81088;;593156;1870054
8BR;BOULOC 82;BOU CAD;LZE;HD;;;;LE BOURG;82021;;503455;1922811
VTK;VITRAC BOURG;VIT;ALP;MED;;;;LE BOURG;12304;;;
BE6;BENAC;ZDD ORI LAN LOU;;CL;;;23;RUE PYRENEES;65080;;411868;1797368
GE7;ST GERMIER;DDI LAB PUE SAB LOU;;CL;;;;BOURG;81252;;591148;1852506
CZN;CAZAUNOUS;DDI JUZ ARG;;CL;;;;MOULETE;31131;;469079;1777115
BSQ;BRUSQUE;DDI;;CL;;;;LE BOURG;12039;;649216;1863534
LBV;LABASTIDE BEAUVOIR;VAR XDD LDO XSP;;CL;;;;CHE JARDINS;31249;;545759;1831371
VCO;CONSTANT VALROUFIE;DDI;;CL;;;;LE BOURG;46327;;532699;1944399
VDE;VILLEMADE;DDI;;CL;;;;PERAUDY;82195;;516038;1897655
SPR;ST PROJET 46;DDI;;CL;;;;LE BOURG;46290;;533556;1972224
8SP;ESTAMPES;EST;MIE;HD;;;;AU VILLAGE;32126;;432787;1824072
LST;LASSOUTS;DDI;;CL;;;;LE BOURG;12124;;641648;1943123
MIT;MIRAMONT;DDI VIL;;CL;;;;LA BROUSSE;82111;;499043;1914626
LDC;LAVAL DE CERE;DDI USI STA CAH;;CL;;;;LE BOURG;46163;;568576;1994784
CIR;ST CIRGUES;DDI LAU;;CL;;;;LE BOURG;46255;;583062;1970930
CL4;CAILLAC;DDI LAR;;CL;;;;LAS POUJOUNES;46044;;521698;1943827
BE7;BELMONT;DDI CAS SYM;;CL;;;;LE BOURG;12025;;633709;1869246
LBW;MARTIEL ELBES;ELB;MEM;MED;;;;ELBES;12140;;566334;1926952
SAA;SARRANCOLIN;ZDD BEY EGL NES REB;;CL;;;53;RTE NESTES;65408;;439652;1776237
V2R;VAREN;DDI LEX ARN RIO;;CL;;;;LOU PORT;82187;;564811;1906807
ULY;MOULAYRES;BAS DDI;;CL;;;;CANGUILAN;81187;;573879;1857001
SB7;ST BEAUZILE;DDI CAM;;CL;;;;BOURG;81243;;559457;1891125
ALV;ALVIGNAC;DDI MIE BLA RIG GAR;;CL;;;;LE BOURG;46003;;549046;1980349
FNC;FLAGNAC;FLA;AGR;MED;;;;LE BOURG;12101;;592958;1955981
BE8;BERNAC;DDI;;CL;;;;LA RAFFINIE;81063;;576738;1882642
VBZ;VEBRE;REM;CAB;MED;;;;LA REMISE;09326;;;
RIV;RIVIERES;DDI AIG SEN FAY;;CL;;;;BOURG;81225;;569944;1879213
BE9;BERAT;1DD 1BD;;CL;;;;VILLAGE;31065;;505713;1820487
XPU;SAINT PERDOUX;PER;FIG;HD;;;;LE BOURG;46288;;577369;1963466
8BU;BOUSSAC 12;BOU;BAR;HD;;;;LE BOURG;12032;;602500;1919828
SAC;SALVIAC;DDI ROQ;;CL;;;;RTE GOURDON;46297;;515344;1965282
8TH;BASTIDE SUR HERS;BAS;LQM;ZO;;;;VILLAGE;09043;;565176;1772681
VTN;VENTENAC;DDI CAL;;CL;;;;VILLAGE;09327;;550204;1779629
LSV;LABASTIDE SAVES;LAB;END;MED;;;;VILLAGE;32171;;490272;1836269
LBY;LE BOUYSSOU;BOY;LAC;HD;;;;LA GRASSETIE;46036;;568189;1966148
MZS;MAZERES;DDI MAI ETO SAR;;CL;;;;FG ST JEAN;09185;;546357;1805526
GUA;GUA LE;DDI LEG TRE CRA MOU HAL COL COM PAS;;CL;;;;AV FRANCOIS COGNE;12013;;594386;1947320
ANC;ANCIZAN;GRE GUC NES ZDD POS;;CL;;;22;RUE SALCEDO;65006;;436486;1765294
